Количество комнат;Парковка;Стоимость;Регион;Название дома (ЖК);Лифт грузовой (кол-во);Балкон/лоджия;Тип дома;Кол-во раздельных санузлов;Ремонт;Расстояние до метро
0.0;Неизвестно;5000000;Москва;ЖК «Городские истории (Рассказовка)»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.4165
0.0;Неизвестно;3600000;Одинцовский;ЖК «Сколковский»;0.0;Нет;Монолитный;0.0;Отсутсвует;100.0
4.0;Неизвестно;26500000;Москва;ЖК «Headliner»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.2499
1.0;подземная;4500000;Москва;ЖК «Царицыно-2»;1.0;Лоджия;Монолитный;0.0;Отсутсвует;0.75
3.0;подземная;21700000;Москва;ЖК «Серебряный парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.75
3.0;Неизвестно;18950000;Москва;ЖК «FreeDOM»;0.0;Нет;Монолитно-кирпичный;2.0;Отсутсвует;1.4994
0.0;Неизвестно;4250000;Москва;ЖК «Новые Ватутинки. Микрорайон Центральный»;1.0;Нет;Кирпичный;0.0;Косметический;4.25
1.0;Неизвестно;7700000;Москва;ЖК «Discovery»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.4165
1.0;Неизвестно;4100000;Москва;ЖК «Москвичка»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.4165
1.0;Неизвестно;3000000;Жуковский;ЖК «Гагаринский»;1.0;Нет;Монолитно-кирпичный;0.0;Отсутсвует;10.0
2.0;Неизвестно;4000000;Жуковский;ЖК «Гагаринский»;1.0;Нет;Монолитно-кирпичный;1.0;Отсутсвует;10.0
2.0;подземная;15900000;Москва;ЖК «Headliner»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.1666
3.0;Наземная;4998400;Мытищи;ЖК «Пироговская Ривьера»;1.0;Балкон;Монолитный;0.0;Отсутсвует;4.5
2.0;подземная;18569221;Москва;ЖК «Сердце Столицы»;1.0;Балкон;Монолитный;1.0;Отсутсвует;0.5
3.0;подземная;6988870;Королев;ЖК «Парад планет»;1.0;Нет;Монолитный;1.0;Отсутсвует;4.75
2.0;Неизвестно;6736292;Москва;ЖК «Остафьево»;0.0;Нет;Монолитный;1.0;Отсутсвует;1.5
2.0;Неизвестно;6775060;Москва;ЖК «Остафьево»;0.0;Нет;Монолитный;1.0;Отсутсвует;1.5
0.0;Неизвестно;4305448;Москва;ЖК «Остафьево»;0.0;Нет;Монолитный;0.0;Отсутсвует;1.5
1.0;Неизвестно;5775441;Москва;ЖК «Остафьево»;0.0;Балкон;Монолитный;1.0;Отсутсвует;1.5
1.0;Неизвестно;5377626;Москва;ЖК «Остафьево»;0.0;Нет;Монолитный;0.0;Отсутсвует;1.5
1.0;Неизвестно;5373750;Москва;ЖК «Остафьево»;0.0;Нет;Монолитный;0.0;Отсутсвует;1.5
0.0;Неизвестно;4131546;Москва;ЖК «Остафьево»;0.0;Нет;Монолитный;0.0;Отсутсвует;1.5
1.0;Неизвестно;5435040;Москва;ЖК «Остафьево»;0.0;Нет;Монолитный;0.0;Отсутсвует;1.5
2.0;Неизвестно;16053849;Москва;ЖК «На ул. Мельникова»;0.0;Балкон;Монолитный;1.0;Отсутсвует;0.6664
2.0;Неизвестно;16492288;Москва;ЖК «На ул. Мельникова»;0.0;Балкон;Монолитный;1.0;Отсутсвует;0.6664
2.0;Неизвестно;16961685;Москва;ЖК «На ул. Мельникова»;0.0;Балкон;Монолитный;1.0;Отсутсвует;0.6664
2.0;подземная;6750000;Реутов;ЖК «Рациональ»;1.0;Нет;Монолитный;1.0;Отсутсвует;2.5
2.0;Неизвестно;12200000;Москва;ЖК «Crystal»;0.0;Нет;Монолитный;1.0;Отсутсвует;0.75
1.0;Неизвестно;10485750;Москва;ЖК «Лефортово парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.833
1.0;Неизвестно;8848330;Москва;ЖК «Лефортово парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;13625920;Москва;ЖК «Лефортово парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.833
0.0;Неизвестно;5876000;Москва;ЖК «Саларьево парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
2.0;Неизвестно;18874260;Москва;ЖК «Западный порт»;1.0;Балкон;Монолитный;2.0;Отсутсвует;0.4998
3.0;Неизвестно;11929346;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
3.0;Неизвестно;7015050;Балашихинский;ЖК «Измайловский лес»;1.0;Нет;Панельный;2.0;Отсутсвует;1.5
1.0;Неизвестно;7839720;Москва;ЖК «Мещерский лес»;2.0;Нет;Панельный;0.0;Отсутсвует;0.5831
3.0;Неизвестно;8561070;Одинцовский;ЖК «Одинцово-1»;1.0;Нет;Монолитный;0.0;Отсутсвует;5.0
1.0;Неизвестно;7829520;Москва;ЖК «Мещерский лес»;2.0;Балкон;Панельный;0.0;Отсутсвует;0.5831
3.0;Неизвестно;11203480;Москва;ЖК «Мещерский лес»;2.0;Балкон;Панельный;2.0;Отсутсвует;0.5831
3.0;Неизвестно;12187060;Москва;ЖК «Мещерский лес»;1.0;Нет;Панельный;0.0;Отсутсвует;0.5831
2.0;Неизвестно;5501520;Балашихинский;ЖК «Измайловский лес»;2.0;Нет;Панельный;2.0;Отсутсвует;1.5
2.0;Неизвестно;9003046;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
1.0;Неизвестно;6110200;Москва;ЖК «Мякинино парк»;1.0;Нет;Панельный;0.0;Отсутсвует;1.25
0.0;Неизвестно;6108148;Москва;ЖК «Green park»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
1.0;Неизвестно;7205671;Москва;ЖК «Green park»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
3.0;Неизвестно;18668480;Москва;ЖК «Green park»;1.0;Балкон;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;12348840;Москва;ЖК «Мещерский лес»;2.0;Нет;Панельный;0.0;Отсутсвует;0.5831
2.0;Неизвестно;10057120;Москва;ЖК «Мещерский лес»;2.0;Нет;Панельный;2.0;Отсутсвует;0.5831
2.0;Неизвестно;9773080;Москва;ЖК «Мещерский лес»;2.0;Нет;Панельный;2.0;Отсутсвует;0.5831
1.0;Неизвестно;8067360;Москва;ЖК «Мещерский лес»;2.0;Нет;Панельный;0.0;Отсутсвует;0.5831
1.0;Неизвестно;8301300;Москва;ЖК «Мещерский лес»;2.0;Балкон;Панельный;0.0;Отсутсвует;0.5831
2.0;Неизвестно;10125060;Москва;ЖК «Мещерский лес»;2.0;Балкон;Панельный;2.0;Отсутсвует;0.5831
1.0;Неизвестно;7789400;Москва;ЖК «Мещерский лес»;2.0;Нет;Панельный;0.0;Отсутсвует;0.5831
0.0;Неизвестно;3025440;Люберецкий;ЖК «Люберцы парк»;2.0;Нет;Панельный;0.0;Отсутсвует;0.5
1.0;Неизвестно;4894110;Люберецкий;ЖК «Люберцы парк»;2.0;Нет;Панельный;1.0;Отсутсвует;0.5
0.0;Неизвестно;2934360;Люберецкий;ЖК «Люберцы парк»;2.0;Нет;Панельный;0.0;Отсутсвует;0.5
3.0;Неизвестно;7574160;Красногорск;ЖК «Путилково»;2.0;Нет;Панельный;0.0;Отсутсвует;1.25
1.0;Неизвестно;9921140;Москва;ЖК «Лефортово парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;12425910;Москва;ЖК «Лефортово парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.833
2.0;Неизвестно;8090550;Москва;ЖК «balance»;1.0;Нет;Монолитный;1.0;Отсутсвует;100.0
1.0;Неизвестно;6396475;Москва;ЖК «Мир Митино»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.75
2.0;Неизвестно;8578442;Москва;ЖК «Мир Митино»;1.0;Нет;Монолитный;1.0;Отсутсвует;0.75
3.0;Неизвестно;7102490;Королев;ЖК «Парад планет»;1.0;Нет;Монолитный;2.0;Отсутсвует;4.75
2.0;Неизвестно;11408600;Москва;ЖК «Хорошевский»;2.0;Нет;Монолитный;0.0;Отсутсвует;1.25
3.0;Неизвестно;6700000;Краснознаменск;Неизвестно;0.0;Балкон;Неизвестно;1.0;Косметический;100.0
1.0;Неизвестно;9737200;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;9825720;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;9869980;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;9914240;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;10002760;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;10091280;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;10179800;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;9239690;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;9283480;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;9371060;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
2.0;Неизвестно;12406240;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;9491040;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;9534980;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;9578920;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;9622860;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;9754680;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;9559000;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;9602450;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
2.0;Наземная;7424417;Одинцовский;ЖК «Микрорайон Немчиновка»;0.0;Нет;Монолитный;0.0;Отсутсвует;1.5
1.0;Неизвестно;10376800;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;10464000;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
2.0;Наземная;7211738;Одинцовский;ЖК «Микрорайон Немчиновка»;0.0;Нет;Монолитный;0.0;Отсутсвует;1.5
1.0;Неизвестно;9646200;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;9811800;Москва;ЖК «ILOVE»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
1.0;Неизвестно;3415319;Лыткарино;ЖК «Лыткарино Хит»;0.0;Балкон;Монолитный;0.0;Отсутсвует;3.75
1.0;Неизвестно;3541685;Лыткарино;ЖК «Лыткарино Хит»;0.0;Балкон;Монолитный;0.0;Отсутсвует;3.75
1.0;Неизвестно;3459871;Лыткарино;ЖК «Лыткарино Хит»;0.0;Балкон;Монолитный;0.0;Отсутсвует;3.75
1.0;Неизвестно;3635125;Лыткарино;ЖК «Лыткарино Хит»;0.0;Балкон;Монолитный;0.0;Отсутсвует;3.75
